"Name"|"Age"|"Class.Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"
"1709"|"SJöBLOM, Miss Anna Sofia"|"18"|"3rd Class"|"3101265"|"£6 9s 11d"|NA|NA|"Southampton"|""|"16"|NA
"1710"|"SKOOG, Mr Wilhelm (\"William Johansson\")"|"40"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1711"|"SKOOG, Mrs Anna Bernhardina"|"43"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|""|""|NA
"1712"|"SKOOG, Master Karl Thorsten"|"11"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|""|""|NA
"1713"|"SKOOG, Master Harald"|"5"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|""|""|NA
"1714"|"SKOOG, Miss Mabel"|"9"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|""|""|NA
"1715"|"SKOOG, Miss Margit Elizabeth"|"2"|"3rd Class"|"347088"|"£27 18s "|NA|NA|"Southampton"|""|""|NA
"1716"|"SLABENOFF, Mr Petco"|"42"|"3rd Class"|"349214"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1717"|"SLOCOVSKI, Mr Selman Francis"|"20"|"3rd Class"|"392086"|"£8 1s "|NA|NA|"Southampton"|"Merchant"|""|NA
"1718"|"SMILJANIC, Mr Mile"|"37"|"3rd Class"|"315037"|"£8 13s 3d"|NA|NA|"Southampton"|"Farm Labourer"|""|NA
"1719"|"SMYTH, Mr Thomas"|"26"|"3rd Class"|"384461"|"£7 15s "|NA|NA|"Queenstown"|""|""|NA
"1720"|"SMYTH, Miss Julia"|"17"|"3rd Class"|"335432"|"£7 14s 8d"|NA|NA|"Queenstown"|""|"13"|NA
"1721"|"SOMERTON, Mr Francis William"|"31"|"3rd Class"|"18509"|"£8 1s "|NA|NA|"Southampton"|""|""|NA
"1722"|"SPECTOR, Mr Woolf"|"23"|"3rd Class"|"3236"|"£8 1s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1723"|"SPINNER, Mr Henry John"|"32"|"3rd Class"|"369943"|"£8 1s "|NA|NA|"Southampton"|"Grocer"|""|NA
"1724"|"STANEFF, Mr Ivan"|"23"|"3rd Class"|"349208"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1725"|"STANKOVIC, Mr Ivan"|"33"|"3rd Class"|"349239"|"£8 13s 9d"|NA|NA|"Cherbourg"|"General Labourer"|""|NA
"1726"|"STANLEY, Miss Amy Zillah Elsie"|"24"|"3rd Class"|"2314"|"£7 11s "|NA|NA|"Southampton"|"Servant"|"C"|NA
"1727"|"STANLEY, Mr Edward Roland"|"21"|"3rd Class"|"45380"|"£8 1s "|NA|NA|"Southampton"|"Porter"|""|NA
"1728"|"STOREY, Mr Thomas"|"51"|"3rd Class"|"370160"|""|NA|NA|"Southampton"|"Seaman"|""|261
"1729"|"STOYTCHEFF, Mr Ilia"|"19"|"3rd Class"|"349205"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1730"|"STRANDBERG, Miss Ida Sofia"|"22"|"3rd Class"|"7553"|"£9 16s 9d"|NA|NA|"Southampton"|""|""|NA
"1731"|"STRANDéN, Mr Juho Niilosson"|"31"|"3rd Class"|"3101288"|"£7 18s 6d"|NA|NA|"Southampton"|""|"9"|NA
"1732"|"STRILIC, Mr Ivan"|"27"|"3rd Class"|"315083"|"£8 13s 3d"|NA|NA|"Southampton"|"Farmer"|""|NA
"1733"|"STRöM, Mrs Elna Matilda"|"29"|"3rd Class"|"347054"|"£10 9s 3d"|NA|NA|"Southampton"|""|""|NA
"1734"|"STRöM, Miss Telma Matilda"|"2"|"3rd Class"|"347054"|"£10 9s 3d"|NA|NA|"Southampton"|""|""|NA
"1735"|"SUNDERLAND, Mr Victor Francis"|"20"|"3rd Class"|"392089"|"£8 1s "|NA|NA|"Southampton"|"Farmer"|"B"|NA
"1736"|"SUNDMAN, Mr Johan Julian"|"44"|"3rd Class"|"3101269"|"£7 18s 6d"|NA|NA|"Southampton"|""|"15"|NA
"1737"|"SUTEHALL, Mr Henry Jr"|"25"|"3rd Class"|"392076"|"£7 1s "|NA|NA|"Southampton"|"Coach Trimmer"|""|NA
"1738"|"SVENSSON, Mr Olof"|"24"|"3rd Class"|"350035"|"£7 15s 11d"|NA|NA|"Southampton"|"Farmer"|""|NA
"1739"|"SVENSSON, Mr Johan"|"74"|"3rd Class"|"347060"|"£7 15s 6d"|NA|NA|"Southampton"|""|""|NA
"1740"|"SVENSSON, Mr Johan Cervin"|"14"|"3rd Class"|"7538"|"£9 4s 6d"|NA|NA|"Southampton"|""|"13"|NA
"1741"|"SæTHER, Mr Simon Sivertsen"|"43"|"3rd Class"|"3101262"|"£7 5s "|NA|NA|"Southampton"|"Miner"|""|32
"1742"|"SøHOLT, Mr Peter Andreas Lauritz Andersen"|"19"|"3rd Class"|"348124"|"£7 13s "|NA|NA|"Southampton"|"Carpenter / Joiner"|""|NA
"1743"|"TENGLIN, Mr Gunnar Isidor"|"25"|"3rd Class"|"350033"|"£7 15s 11d"|NA|NA|"Southampton"|""|"13"|NA
"1744"|"THEOBALD, Mr Thomas Leonard"|"34"|"3rd Class"|"363294"|"£8 1s "|NA|NA|"Southampton"|"Groom"|""|176
"1745"|"THOMAS, Mr Charles R'ad."|"31"|"3rd Class"|"2621"|"£6 8s 9d"|NA|NA|"Cherbourg"|"Dealer"|""|NA
"1746"|"THOMAS, Mrs Thamine \"Thelma\""|"16"|"3rd Class"|"2625"|"£8 10s 4d"|NA|NA|"Cherbourg"|""|"14"|NA
"1747"|"THOMAS/TANNOUS, Mr Tannous"|"16"|"3rd Class"|"2684"|"£7 4s 6d"|NA|NA|"Cherbourg"|"Scholar"|""|NA
"1748"|"THOMAS/TANNOUS, Master Assad Alexander"|"5m"|"3rd Class"|"2625"|"£8 10s 4d"|NA|NA|"Cherbourg"|""|"16"|NA
"1749"|"THOMAS/TANNOUS, Mr John"|"34"|"3rd Class"|"2681"|"£6 8s 9d"|NA|NA|"Cherbourg"|"Dealer"|""|NA
"1750"|"THOMPSON, Mr Alexander Morrison"|"36"|"3rd Class"|"32302"|"£8 1s "|NA|NA|"Southampton"|"Mason"|""|NA
"1751"|"THORNEYCROFT, Mr Percival"|"36"|"3rd Class"|"376564"|"£16 2s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1752"|"THORNEYCROFT, Mrs Florence Kate"|"32"|"3rd Class"|"376564"|"£16 2s "|NA|NA|"Southampton"|""|"10"|NA
"1753"|"TIKKANEN, Mr Juho"|"32"|"3rd Class"|"3101293"|"£7 18s 6d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1754"|"TOBIN, Mr Roger"|"20"|"3rd Class"|"383121"|"£7 15s "|NA|NA|"Queenstown"|"Farmer"|""|NA
"1755"|"TODOROFF, Mr Lalio"|"23"|"3rd Class"|"349216"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1756"|"TOMLIN, Mr Ernest Portage"|"22"|"3rd Class"|"364499"|"£8 1s "|NA|NA|"Southampton"|"Scholar"|""|50
"1757"|"TöRBER, Mr Ernst Wilhelm"|"41"|"3rd Class"|"364511"|"£8 1s "|NA|NA|"Southampton"|"Florist"|""|NA
"1758"|"TORFA, Mr Assad"|"20"|"3rd Class"|"2673"|"£7 4s 7d"|NA|NA|"Cherbourg"|"Farm Labourer"|""|NA
"1759"|"TöRNQUIST, Mr William Henry"|"25"|"3rd Class"|"370160"|""|NA|NA|"Southampton"|"Seaman"|"15"|NA
"1760"|"TOUMA, Mrs Hanna Youssef"|"27"|"3rd Class"|"2650"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1761"|"TOUMA, Miss Maria Youssef (\"Mary Thomas\")"|"9"|"3rd Class"|"2650"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1762"|"TOUMA, Master Georges Youssef (\"George Thomas\")"|"8"|"3rd Class"|"2650"|"£15 4s 11d"|NA|NA|"Cherbourg"|""|"C"|NA
"1763"|"TURCIN, Mr Stjepan"|"36"|"3rd Class"|"349247"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1764"|"TURJA, Miss Anna Sofia"|"18"|"3rd Class"|"4138"|"£9 16s 10d"|NA|NA|"Southampton"|""|"15"|NA
"1765"|"TURKULA, Mrs Hedwig"|"63"|"3rd Class"|"4134"|"£9 11s 9d"|NA|NA|"Southampton"|""|"15"|NA
"1766"|"VAN BILLIARD, Mr Austin Blyler"|"35"|"3rd Class"|"851"|"£14 10s "|NA|NA|"Southampton"|""|""|255
"1767"|"VAN BILLIARD, Master James William"|"10"|"3rd Class"|"851"|"£14 10s "|NA|NA|"Southampton"|""|""|NA
"1768"|"VAN BILLIARD, Master Walter John"|"9"|"3rd Class"|"851"|"£14 10s "|NA|NA|"Southampton"|""|""|1
"1769"|"VAN DE VELDE, Mr Johannes Josef"|"35"|"3rd Class"|"345780"|"£9 10s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1770"|"VAN DEN STEEN, Mr Leo Peter"|"28"|"3rd Class"|"345783"|"£9 10s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1771"|"VAN IMPE, Mr Jean Baptiste"|"36"|"3rd Class"|"345773"|"£24 3s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1772"|"VAN IMPE, Mrs Rosalie Paula"|"30"|"3rd Class"|"345773"|"£24 3s "|NA|NA|"Southampton"|""|""|NA
"1773"|"VAN IMPE, Miss Catharina"|"10"|"3rd Class"|"345773"|"£24 3s "|NA|NA|"Southampton"|""|""|NA
"1774"|"VAN MELCKEBEKE, Mr Philemon"|"23"|"3rd Class"|"345777"|"£9 10s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1775"|"VANDERCRUYSSEN, Mr Victor"|"46"|"3rd Class"|"345765"|"£9 "|NA|NA|"Southampton"|"Farmer"|""|NA
"1776"|"VANDERPLANCKE, Mr Julius"|"31"|"3rd Class"|"345763"|"£18 "|NA|NA|"Southampton"|"Farmer"|""|NA
"1777"|"VANDERPLANCKE, Mrs Emelie Maria"|"31"|"3rd Class"|"345763"|"£18 "|NA|NA|"Southampton"|""|""|NA
"1778"|"VANDERPLANCKE, Miss Augusta Maria"|"18"|"3rd Class"|"345764"|"£18 "|NA|NA|"Southampton"|"Servant"|""|NA
"1779"|"VANDERPLANCKE, Mr Leo Edmondus"|"15"|"3rd Class"|"345763"|"£18 "|NA|NA|"Southampton"|"Farm Labourer"|""|NA
"1780"|"VANDEWALLE, Mr Nestor Cyriel"|"28"|"3rd Class"|"345770"|"£9 10s "|NA|NA|"Southampton"|"Merchant"|""|NA
"1781"|"VARTANIAN, Mr David"|"22"|"3rd Class"|"2658"|"£7 4s 6d"|NA|NA|"Cherbourg"|""|"13"|NA
"1782"|"VENDEL, Mr Olof Edvin"|"20"|"3rd Class"|"350416"|"£7 17s 1d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1783"|"VESTRöM, Miss Hulda Amanda Adolfina"|"14"|"3rd Class"|"350406"|"£7 17s 1d"|NA|NA|"Southampton"|"Servant"|""|NA
"1784"|"VOVK, Mr Janko"|"21"|"3rd Class"|"349252"|"£7 17s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1785"|"WAELENS, Mr Achille"|"22"|"3rd Class"|"345767"|"£9 "|NA|NA|"Southampton"|"Farm Labourer"|""|140
"1786"|"WARE, Mr Frederick"|"34"|"3rd Class"|"359309"|"£8 1s "|NA|NA|"Southampton"|"Motor Fitter"|""|NA
"1787"|"WARREN, Mr Charles William"|"30"|"3rd Class"|"49867"|"£7 11s "|NA|NA|"Southampton"|"Bricklayer"|""|NA
"1788"|"WAZLI, Mr Yousif Ahmed"|"25"|"3rd Class"|"2647"|"£7 4s 6d"|NA|NA|"Cherbourg"|"Farmer"|""|NA
"1789"|"WEBBER, Mr James"|"66"|"3rd Class"|"3101316"|"£8 1s "|NA|NA|"Southampton"|"Miner"|""|NA
"1790"|"WENNERSTRöM, Mr August"|"27"|"3rd Class"|"350043"|"£7 15s 11d"|NA|NA|"Southampton"|""|"A"|NA
"1791"|"WIDEGREN, Mr Carl / Charles Peter"|"51"|"3rd Class"|"347064"|"£7 15s "|NA|NA|"Southampton"|"General Labourer"|""|NA
"1792"|"WIKLUND, Mr Karl Johan"|"21"|"3rd Class"|"3101266"|"£6 9s 11d"|NA|NA|"Southampton"|"General Labourer"|""|NA
"1793"|"WIKLUND, Mr Jakob Alfred"|"18"|"3rd Class"|"3101267"|"£6 9s 11d"|NA|NA|"Southampton"|"General Labourer"|""|314
"1794"|"WILKES, Mrs Ellen"|"47"|"3rd Class"|"363272"|"£7 "|NA|NA|"Southampton"|""|"16"|NA
"1795"|"WILLER, Mr Aaron"|"37"|"3rd Class"|"3410"|"£8 14s 3d"|NA|NA|"Cherbourg"|""|""|NA
"1796"|"WILLEY, Mr Edward"|"18"|"3rd Class"|"751"|"£7 11s "|NA|NA|"Southampton"|"Farm Labourer"|""|NA
"1797"|"WILLIAMS, Mr Howard Hugh \"Harry\""|"28"|"3rd Class"|"2466"|"£8 1s "|NA|NA|"Southampton"|"Carman"|""|NA
"1798"|"WILLIAMS, Mr Leslie"|"28"|"3rd Class"|"54636"|"£16 2s "|NA|NA|"Southampton"|"Pugilist"|""|14
"1799"|"WINDELøV, Mr Einar"|"21"|"3rd Class"|"3101317"|"£7 5s "|NA|NA|"Southampton"|"Dairy Worker"|""|NA
"1800"|"WIRZ, Mr Albert"|"27"|"3rd Class"|"315154"|"£8 13s 3d"|NA|NA|"Southampton"|"Farmer"|""|131
"1801"|"WISEMAN, Mr Phillippe"|"54"|"3rd Class"|"34244"|"£7 5s "|NA|NA|"Southampton"|"Merchant"|""|NA
"1802"|"WITTEVRONGEL, Mr Camilius Aloysius"|"36"|"3rd Class"|"345771"|"£9 10s "|NA|NA|"Southampton"|"Farmer"|""|NA
"1803"|"YASBECK, Mr Antoni"|"27"|"3rd Class"|"2659"|"£14 9s 1d"|NA|NA|"Cherbourg"|"General Labourer"|"C"|NA
"1804"|"YAZBECK, Mrs Selini \"Celiney\""|"15"|"3rd Class"|"2659"|"£14 9s 1d"|NA|NA|"Cherbourg"|""|""|NA
"1805"|"YOUSSEFF (ABI SAAB), Mr Gerios"|"45"|"3rd Class"|"2628"|"£7 4s 6d"|NA|NA|"Cherbourg"|"Shoemaker"|""|312
"1806"|"YOUSSIFF (SAM'AAN), Mr Gerios"|"28"|"3rd Class"|"2685"|"£7 4s 7d"|NA|NA|"Cherbourg"|""|""|NA
"1807"|"ZAKARIAN, Mr Ortin"|"27"|"3rd Class"|"2670"|"£7 4s 6d"|NA|NA|"Cherbourg"|"General Labourer"|""|NA
"1808"|"ZAKARIAN, Mr Mapriededer"|"22"|"3rd Class"|"2656"|"£7 4s 6d"|NA|NA|"Cherbourg"|""|""|304
"1809"|"ZIMMERMANN, Mr Leo"|"29"|"3rd Class"|"315082"|"£7 17s 6d"|NA|NA|"Southampton"|"Farmer"|""|NA
"1810"|"ABBOTT, Mr Ernest Owen"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Lounge Pantry Steward"|""|NA
"1811"|"AHIER, Mr Percy Snowden"|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1812"|"AKERMAN, Mr Albert"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1813"|"AKERMAN, Mr Joseph Francis"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Pantryman Steward"|""|205
"1814"|"ALLAN, Mr Robert Spencer"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1815"|"ALLEN, Mr George"|"26"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1816"|"ALLEN, Mr Frederick"|"17"|"Victualling"|NA|NA|""|NA|"Southampton"|"Lift Steward"|""|NA
"1817"|"ALLSOP, Mr Frank Richard"|"41"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1818"|"ANDERSON, Mr Walter J."|"48"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|146
"1819"|"ANDREWS, Mr Charles Edward"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|"16"|NA
"1820"|"ASHCROFT, Mr Austin Aloysius"|"26"|"Victualling"|NA|NA|""|NA|"Southampton"|"Clerk"|""|NA
"1821"|"ASHE, Mr Henry Wellesley"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Glory Hole Steward"|""|34
"1822"|"AYLING, Mr George Edwin"|"22"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Vegetable Cook"|""|NA
"1823"|"BACK, Mr Charles Frederick"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Assistant Lounge Steward"|""|NA
"1824"|"BAGGOTT, Mr Allen Marden"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1825"|"BAGLEY, Mr Edward Ernest"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1826"|"BAILEY, Mr George Francis"|"36"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|161
"1827"|"BALL, Mr Percy"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1828"|"BARKER, Mr Albert Vale"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|""|NA
"1829"|"BARKER, Mr Ernest T."|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|159
"1830"|"BARKER, Mr Reginald Lomond"|"40"|"Victualling"|NA|NA|""|NA|"Belfast"|"Purser"|""|NA
"1831"|"BARLOW, Mr George"|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1832"|"BARNES, Mr Frederick"|"37"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|""|NA
"1833"|"BARRATT, Mr Arthur"|"15"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bell Boy"|""|NA
"1834"|"BARRINGER, Mr Arthur William"|"33"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1835"|"BARROW, Mr Harry"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Butcher"|""|NA
"1836"|"BARROWS, Mr William"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1837"|"BARTON, Mr Sidney John"|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1838"|"BAXTER, Mr Harry Ross"|"51"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1839"|"BAXTER, Mr Thomas Ferguson"|"48"|"Victualling"|NA|NA|""|NA|"Southampton"|"Linen Steward"|""|235
"1840"|"BEDFORD, Mr William Barnet"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Roast Cook"|""|NA
"1841"|"BEEDEM, Mr George Arthur"|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1842"|"BEERE, Mr William"|"19"|"Victualling"|NA|NA|""|NA|"Southampton"|"Kitchen Porter"|""|NA
"1843"|"BENHAM, Mr Frederick"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1844"|"BENNETT, Mrs Mabel"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"1845"|"BESSANT, Mr Edward William"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baggage Steward"|""|NA
"1846"|"BEST, Mr Alfred Edwin"|"38"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1847"|"BISHOP, Mr Walter Alexander"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1848"|"BLISS, Mrs Emma"|"45"|"Victualling"|NA|NA|""|NA|"Southampton"|"Stewardess"|""|NA
"1849"|"BOCHATAY, Mr Alexis Joseph"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Chef"|""|NA
"1850"|"BOGIE, Mr Norman Leslie"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|274
"1851"|"BOND, Mr William John"|"40"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1852"|"BOOTHBY, Mr W."|"36"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|107
"1853"|"BOSTON, Mr William John"|"30"|"Victualling"|NA|NA|""|NA|"Belfast"|"Deck Steward"|""|NA
"1854"|"BOUGHTON, Mr B."|"24"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1855"|"BOYD, Mr John"|"35"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1856"|"BOYES, Mr John Henry"|"36"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1857"|"BRADSHAW, Mr J. A."|"43"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|""|NA
"1858"|"BREWSTER, Mr George H."|"48"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|""|NA
"1859"|"BRIDE, Mr Harold Sydney"|"22"|"Victualling"|NA|NA|""|NA|"Belfast"|"Assistant Telegraphist"|"B"|NA
"1860"|"BRISTOW, Mr Robert Charles"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|290
"1861"|"BRISTOW, Mr Harry"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1862"|"BROOKMAN, Mr John"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1863"|"BROOM, Mr H."|"33"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bath Steward"|""|NA
"1864"|"BROOME, Mr Athol Frederick"|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Verandah Steward"|""|NA
"1865"|"BROWN, Mr Edward"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1866"|"BROWN, Mr Walter James"|"28"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1867"|"BUCKLEY, Mr H. E."|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Vegetable Cook"|""|NA
"1868"|"BULL, Mr W."|"30"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1869"|"BULLEY, Mr Henry Ashburnham"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Boots"|""|NA
"1870"|"BUNNELL, Mr Wilfred"|"20"|"Victualling"|NA|NA|""|NA|"Belfast"|"Plate Steward"|""|NA
"1871"|"BURGESS, Mr Charles Reginald"|"18"|"Victualling"|NA|NA|""|NA|"Southampton"|"Extra 3rd. Baker"|""|NA
"1872"|"BURKE, Mr Richard Edward"|"30"|"Victualling"|NA|NA|""|NA|"Belfast"|"Lounge Steward"|""|NA
"1873"|"BURKE, Mr William"|"31"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1874"|"BURR, Mr Ewart Sydenham"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1875"|"BURRAGE, Mr Arthur Victor Edwards"|"20"|"Victualling"|NA|NA|""|NA|"Southampton"|"Plate Steward"|"13"|NA
"1876"|"BUTT, Mr Robert Henry"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|10
"1877"|"BUTTERWORTH, Mr John"|"23"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|116
"1878"|"BYRNE, Mr J. E."|"38"|"Victualling"|NA|NA|""|NA|"Southampton"|"Bed Room Steward"|""|NA
"1879"|"CAMPBELL, Mr Donald S."|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"3rd Class Clerk"|""|NA
"1880"|"CARNEY, Mr William"|"31"|"Victualling"|NA|NA|""|NA|"Southampton"|"Lift Steward"|""|251
"1881"|"CARTWRIGHT, Mr James Edward"|"32"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|320
"1882"|"CASSWILL, Mr Charles"|"34"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1883"|"CATON, Miss Annie"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Turkish Bath Stewardess"|"11"|NA
"1884"|"CAUNT, Mr William Ewart"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Grill Cook"|""|NA
"1885"|"CAVE, Mr Herbert"|"34"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|218
"1886"|"CECIL, Mr Charles Thomas"|"21"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1887"|"CHAPMAN, Mr Joseph Charles"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Boots"|""|NA
"1888"|"CHARMAN, Mr John"|"25"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1889"|"CHEVERTON, Mr William Frederick"|"27"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|334
"1890"|"CHITTY, Mr Archibald George"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|NA
"1891"|"CHITTY, Mr George Henry"|"52"|"Victualling"|NA|NA|""|NA|"Southampton"|"Baker"|""|NA
"1892"|"CHRISTMAS, Mr H."|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Saloon Steward"|""|NA
"1893"|"COLEMAN, Mr Albert Edward"|"28"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1894"|"COLGAN, Mr E. Joseph"|"33"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1895"|"COLLINS, Mr John"|"17"|"Victualling"|NA|NA|""|NA|"Southampton"|"Scullion"|""|NA
"1896"|"CONWAY, Mr P. W."|"25"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1897"|"COOK, Mr George"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1898"|"COOMBS, Mr Augustus Charles"|"42"|"Victualling"|NA|NA|""|NA|"Southampton"|"Cook"|""|NA
"1899"|"CORBEN, Mr Ernest Theodore"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Assistant Printer Steward"|""|NA
"1900"|"COX, Mr William Denton"|"29"|"Victualling"|NA|NA|""|NA|"Southampton"|"Steward"|""|300
"1901"|"CRAFTER, Mr Frederick"|"27"|"Victualling"|NA|NA|""|NA|"Southampton"|"Saloon Steward"|""|NA
"1902"|"CRAWFORD, Mr Alfred George"|"43"|"Victualling"|NA|NA|""|NA|"Belfast"|"Bed Room Steward"|"8"|NA
"1903"|"CRISP, Mr Albert Hector"|"39"|"Victualling"|NA|NA|""|NA|"Belfast"|"Saloon Steward"|""|NA
"1904"|"CRISPIN, Mr William"|"32"|"Victualling"|NA|NA|""|NA|"Southampton"|"Glory Hole Steward"|""|NA
"1905"|"CROSBY, Mr J. Bertram"|"42"|"Victualling"|NA|NA|""|NA|"Southampton"|"Turkish Bath Attendant"|""|NA
